original_value,cleaned_value,status,justification,similarity_score,source_column
"RAK, Janusz","Rak, Janusz",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"RAMASWAMY, Vijay","Ramaswamy, Vijay",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"RAMER, Leanne","Ramer, Leanne",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"RAMOTAR, Dindial","Ramotar, Dindial",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"RAMRATTAN, DARIUS ANTHONY","Ramrattan, Darius Anthony",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"RAMSAY, ALI","Ramsay, Ali",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"RANCH DU COYOTE, SENC","Ranch du Coyote, SENC",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"RANCOURT, Derrick E","Rancourt, Derrick E",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"RAND, Jenny R","Rand, Jenny R",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"RAPOPORT, Mark J","Rapoport, Mark J",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"RASH, Josh A","Rash, Josh A",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"RASSIER, Dilson E","Rassier, Dilson E",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"RATHAN-MAYES, SHEMAR JAHEIM","Rathan-Mayes, Shemar Jaheim",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"RATHWELL, REGAN SKYE","Rathwell, Regan Skye",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"RAUGHT, Brian","Raught, Brian",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"RAVANI, Pietro","Ravani, Pietro",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"RAVI, Bheeshma","Ravi, Bheeshma",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
RCMP VETERANS' ASSOCIATION,RCMP VETERANS ASSOCIATION,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
READER'S DIGEST MAGAZINES LIMITED / PÉRIODIQUES READER'S DIGEST LIMITÉE,READER'S DIGEST MAGAZINES LIMITED - PÉRIODIQUES READER'S DIGEST LIMITÉE,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
RECONNECT COMMUNITY HEALTH SERVICES - BLOOR,Reconnect Community Health Services - Bloor,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"RECTOR, Neil A","Rector, Neil A",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
RED RIVER SEEDS LTD.,Red River Seeds Ltd.,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
REDSTONE WINERY INC,Redstone Winery Inc.,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
REDSTONE WINERY INC.,Redstone Winery Inc.,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
REEL TO REAL:  A CELEBRATION OF MOVING IMAGES FOR YOUTH SOCIETY,REEL TO REAL: A CELEBRATION OF MOVING IMAGES FOR YOUTH SOCIETY,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
REGENCY TOWERS SOCIAL COMMITEE,Regency Towers Social Commitee,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
REGINA TREATY/STATUS INDIAN SERVICES INC.,REGINA TREATY STATUS INDIAN SERVICES INC.,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
REGIONAL CULTURAL/EVENT CENTRE INC.,REGIONAL CULTURAL / EVENT CENTRE INC.,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
REGROUPEMENT DES ASSISTÉS SOCIAUX DU BAS-RICHELIEU,Regroupement des assistés sociaux du Bas-Richelieu,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
REGROUPEMENT QUÉBÉCOIS DE LA DANSE,REGROUPEMENT QUEBECOIS DE LA DANSE,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"REHM, Jürgen T","Rehm, Jürgen T",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"REID, ADONIJAH","Reid, Adonijah",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"REID, BRENDEN","Reid, Brenden",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"REID, CHARLES","Reid, Charles",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"REID, Graham J","Reid, Graham J",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"REID, Gregor","Reid, Gregor",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"REID, SHEILA ELIZABETH","Reid, Sheila Elizabeth",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"REILLY, Raymond M","Reilly, Raymond M",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"REINER, Neil E","Reiner, Neil E",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"REISNER, Walter W","Reisner, Walter W",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
RELAIS D'ESPERANCE,Relais D'esperance,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"RENAUD, Jean-Marc E","Renaud, Jean-Marc E",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"RENAUD, Stephen J","Renaud, Stephen J",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
RENCONTRE THÉATRE ADOS (LA),RENCONTRE THÉÂTRE-ADOS (LA),accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"RENNICK, Janet E","Rennick, Janet E",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
RESEAU ONTARIO DES ARTS DE LA SCENE INC.,RÉSEAU ONTARIO DES ARTS DE LA SCÈNE INC.,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
RESEAU-FEMMES COLOMBIE-BRITANNIQUE,RÉSEAU-FEMMES COLOMBIE-BRITANNIQUE,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
RESSOURCES COMMUNAUTAIRES SOPHIE,Ressources communautaires Sophie,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
RESTIGOUCHE 1760 INC.,Restigouche 1760 inc.,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
RESTO PLATEAU,Resto Plateau,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
RESTORATION HOUSE,Restoration House,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
REUSSITE SCOLAIRE,RÉUSSITE SCOLAIRE,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
REVUE SAINTE ANNE - LA REVUE SAINTE ANNE,REVUE SAINTE-ANNE - LA REVUE SAINTE-ANNE,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
REVUE SAINTE-ANNE,REVUE SAINTE ANNE,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
REXDALE WOMEN'S CENTRE,Rexdale Women's Centre,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"REZANSOFF, Stefanie N","Rezansoff, Stefanie N",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"RHEMA CHAPEL OF THE REDEEMED CHRISTIAN CHURCH OF GOD, EDMONTON, ALBERTA","Rhema Chapel of the Redeemed Christian Church of God, Edmonton, Alberta",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"RHO, Jong M","Rho, Jong M",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
RHR Gen 3 Ltd,RHR GEN 3 LTD.,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
RIAA'S ENLIGHTENED FOUNDATION,RIAA's Enlightened Foundation,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"RICHARD, Denis","Richard, Denis",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"RICHARDS, ANDREW DAVID","Richards, Andrew David",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"RICHARDS, Brent","Richards, Brent",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"RICHARDS, Carl D","Richards, Carl D",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"RICHARDSON, ANNIKA","Richardson, Annika",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"RICHARDSON, Lindsey","Richardson, Lindsey",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"RICHER, DAVE","Richer, Dave",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
RICHMOND CENTER FOR DISABILITY,Richmond Center For Disability,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
RICHMOND MULTICULTURAL COMMUNITY SERVICES,Richmond Multicultural Community Services,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
RIDEAU ROCKCLIFFE COMMUNITY RESOURCE CENTRE,Rideau-Rockcliffe Community Resource Centre,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"RIDENOUR, DESIRAE AMELIA","Ridenour, Desirae Amelia",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
RIDGE MEADOWS SENIORS SOCIETY,Ridge Meadows Seniors Society,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"RINI, PAIGE LOUISE","Rini, Paige Louise",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"RIOUX, John D","Rioux, John D",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"RIVA, Mylene","Riva, Mylene",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"RIVAIT, NICOLE DIANE","Rivait, Nicole Diane",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"RIVARD, MAËL","Rivard, Maël",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"RIVARD, Nathalie","Rivard, Nathalie",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
RIVER VALLEY SPECIALTY FARMS INC,River Valley Specialty Farms Inc.,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"RIVEST, NICHOLAS PATRICK","Rivest, Nicholas Patrick",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"RIVEST, Serge","Rivest, Serge",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
RMC KINGSTON,RMC Kingston,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
RND FOODS LTD.,RND Foods Ltd.,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
RNR Galbraith Farms Ltd,RNR Galbraith Farms Ltd.,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"ROBAEY, Philippe","Robaey, Philippe",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"ROBBINS, Stephen M","Robbins, Stephen M",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"ROBERGE, ADAM","Roberge, Adam",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"ROBERGE, Michel","Roberge, Michel",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"ROBERT D MILLER, SHANNON MILLER","Robert D Miller, Shannon Miller",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"ROBERT, François","Robert, François",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"ROBINSON, Lisa A","Robinson, Lisa A",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"ROBINSON, Margaret A","Robinson, Margaret A",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"ROBINSON, Wendy P","Robinson, Wendy P",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"ROBINSON-LEITH, EMILIE KATE","Robinson-Leith, Emilie Kate",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"ROBITAILLE, MARTIN","Robitaille, Martin",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
ROBSON VALLEY COMMUNITY SERVICES (VALEMOUNT),Robson Valley Community Services (Valemount),accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"ROCH, Geneviève","Roch, Geneviève",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"ROCHEFORT, Christian","Rochefort, Christian",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"ROCHELEAU, Christian E","Rocheleau, Christian E",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"ROCHON, Elizabeth A","Rochon, Elizabeth A",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"ROCHON, Paula A","Rochon, Paula A",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"RODGER, Marc A","Rodger, Marc A",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"ROGER, Andrew J","Roger, Andrew J",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"ROHLING, Robert N","Rohling, Robert N",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"ROMPRÉ, Pierre-Paul","Rompré, Pierre-Paul",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"RONKSLEY, Paul E","Ronksley, Paul E",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"ROOS, Leslie L","Roos, Leslie L",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"ROOS, Noralou P","Roos, Noralou P",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"ROSA-NETO, Pedro","Rosa-Neto, Pedro",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"ROSE, Robert A","Rose, Robert A",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"ROSELLA, Laura C","Rosella, Laura C",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"ROSEN, Kirill V","Rosen, Kirill V",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"ROSEN, Natalie O","Rosen, Natalie O",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"ROSENBAUM, Peter L","Rosenbaum, Peter L",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
ROSEVALE FARMS LTD.,Rosevale Farms Ltd.,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"ROSKELLEY, Calvin D","Roskelley, Calvin D",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
ROSS MEMORIAL LIBRARY,Ross Memorial Library,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"ROSS, Kharah M","Ross, Kharah M",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"ROSS, Nancy A","Ross, Nancy A",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"ROSSANT, Janet","Rossant, Janet",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
ROSSDOWN NATURAL FOODS LTD,Rossdown Natural Foods Ltd.,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
ROSSDOWN RESEARCH & DEVELOPMENT LTD,Rossdown Research & Development Ltd,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"ROSSI, Carmine","Rossi, Carmine",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"ROSSIGNOL, Elsa","Rossignol, Elsa",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"ROSYCHUK, Rhonda J","Rosychuk, Rhonda J",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
ROTARY CLUB OF WAWA CVITP,Rotary Club of Wawa CVITP,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"ROTIN, Daniela","Rotin, Daniela",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"ROTTAPEL, Robert K","Rottapel, Robert K",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"ROURKE, Jillian L","Rourke, Jillian L",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"ROUSSEAU, François","Rousseau, François",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"ROUTY, Jean-Pierre","Routy, Jean-Pierre",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"ROUX, Philippe","Roux, Philippe",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"ROY, Denis-Claude","Roy, Denis-Claude",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"ROY, Laurence","Roy, Laurence",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
ROYAL CANADIAN LEGION BRANCH # 79,ROYAL CANADIAN LEGION BRANCH #79,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
ROYAL CANADIAN LEGION BRANCH 110 TRENTON,Royal Canadian Legion Branch 110 Trenton,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
ROYAL CANADIAN LEGION BRANCH 20 SUSSEX,Royal Canadian Legion Branch 20 Sussex,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
ROYAL CANADIAN LEGION BRANCH 496,Royal Canadian Legion Branch 496,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
ROYAL CANADIAN LEGION PENINSULA BRANCH #62,Royal Canadian Legion Peninsula Branch #62,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
RUCHE CENTRE DE LOISIRS ET CULTURE DE COCHRANE (LA),"RUCHE, CENTRE DE LOISIRS ET CULTURE DE COCHRANE (LA)",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"RUCK, TAYLOR MADISON","Ruck, Taylor Madison",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"RUDOLER, David","Rudoler, David",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"RUEDA, Sergio","Rueda, Sergio",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"RUEST, CAMILLE","Ruest, Camille",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
RURAL MUNICIPALITY OF RITCHOT,Rural Municipality of Ritchot,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"RUSH, Kathy L","Rush, Kathy L",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"RUSSELL, Kelly F","Russell, Kelly F",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"RUSSELL, MERISSAH MELANIE","Russell, Merissah Melanie",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"RUSSELL, Ryan","Russell, Ryan",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"RUTHAZER, Edward S","Ruthazer, Edward S",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"RYAN, Katherine S","Ryan, Katherine S",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"RYTELEWSKI, Mateusz","Rytelewski, Mateusz",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"Racicot, Yanick","RACICOT, YANICK",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
Racine Croisée Solidarité SAWA,RACINE CROISÉE SOLIDARITÉ SAWA,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
Racine Croisée Solidarité Sawa,RACINE CROISÉE SOLIDARITÉ SAWA,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"Radenovic, Milan","RADENOVIC, MILAN",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"Radford, Eric John","RADFORD, ERIC JOHN",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"Radisic, Milica","RADISIC, Milica",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"Rae, Thora Joan","RAE, THORA JOAN",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"Rafter, Kaleigh Anne","RAFTER, KALEIGH ANNE",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"Rafuse, Erin Elizabeth","RAFUSE, ERIN ELIZABETH",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"Rahneva, Mirela","RAHNEVA, MIRELA",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"Raincock-Ekunwe, Nayo Folade","RAINCOCK-EKUNWE, NAYO FOLADE",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
Rainy River First Nations,RAINY RIVER FIRST NATIONS,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
Raisin Region Conservation Authority,RAISIN  REGION CONSERVATION AUTHORITY,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"Rajah, M. Natasha","RAJAH, M. Natasha",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"Rajji, Tarek K","RAJJI, Tarek K",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"Ramsay, Alana Colette","RAMSAY, ALANA COLETTE",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"Ramshaw, Thomas Southern","RAMSHAW, THOMAS SOUTHERN",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"Ranch du coyote, SENC","Ranch du Coyote, SENC",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"Randall, Tim","RANDALL, TIM",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"Ransom, Julia Nicole","RANSOM, JULIA NICOLE",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
Ratheau - Service Maraicher inc.,Ratheau - Service Maraîcher inc.,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"Rattray, Jamie Lee Michelle","RATTRAY, JAMIE LEE MICHELLE",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
Ray Métal Ltée|Ray Métal Ltée,Ray Métal ltée|Ray Métal ltée,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"Ray, Joel G","RAY, Joel G",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
Rayan Investments Ltd.|Rayan Investments Ltd.,RAYAN INVESTMENTS LTD.|RAYAN INVESTMENTS LTD.,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"Raymond, Lynn A","RAYMOND, Lynn A",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"Rayner, Katey","RAYNER, Katey",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"Read, Erik Robbins","READ, ERIK ROBBINS",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"Read, Jeffrey Thomas","READ, JEFFREY THOMAS",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"Reading, Charlotte J","READING, Charlotte J",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
